city,state,total_purchases,total_revenue,avg_check
Auburn Hills,ID,7,10663.0,1523.2857142857142857
El Cerrito,ON,9,13703.0,1522.5555555555555556
Charleston,KY,11,16745.0,1522.2727272727272727
Woburn,ON,11,16744.0,1522.1818181818181818
Woonsocket,NE,8,12174.0,1521.7500000000000000
Bangor,SD,21,31950.0,1521.4285714285714286
Sedalia,NT,9,13685.0,1520.5555555555555556
Perth Amboy,GA,12,18243.0,1520.2500000000000000
Bethany,ID,8,12152.0,1519.0000000000000000
Champaign,NV,16,24290.0,1518.1250000000000000
Yigo,LA,8,12142.0,1517.7500000000000000
Hoboken,WY,8,12140.0,1517.5000000000000000
Starkville,AB,24,36407.0,1516.9583333333333333
Jeannette,DE,8,12131.0,1516.3750000000000000
Rutland,NS,14,21226.0,1516.1428571428571429
El Segundo,IA,12,18193.0,1516.0833333333333333
Livonia,DC,8,12125.0,1515.6250000000000000
Torrington,NT,7,10609.0,1515.5714285714285714
Ardmore,LA,14,21215.0,1515.3571428571428571
Jeffersontown,UT,24,36359.0,1514.9583333333333333
Cranston,NV,6,9087.0,1514.5000000000000000
Lubbock,MB,16,24219.0,1513.6875000000000000
Glens Falls,SK,7,10588.0,1512.5714285714285714
Ponce,NE,13,19655.0,1511.9230769230769231
Glen Cove,NT,13,19647.0,1511.3076923076923077
Pomona,BC,7,10571.0,1510.1428571428571429
Lake Charles,CT,7,10564.0,1509.1428571428571429
Valdosta,MD,6,9042.0,1507.0000000000000000
Costa Mesa,AL,6,9041.0,1506.8333333333333333
Sioux Falls,RI,8,12047.0,1505.8750000000000000
West Hartford,QC,34,51175.0,1505.1470588235294118
Portland,NY,10,15051.0,1505.1000000000000000
Sacramento,ON,13,19565.0,1505.0000000000000000
Davis,NL,6,9019.0,1503.1666666666666667
Everett,YT,14,21032.0,1502.2857142857142857
Mentor,VT,13,19528.0,1502.1538461538461538
Lake Charles,SD,11,16522.0,1502.0000000000000000
Port Huron,NU,11,16507.0,1500.6363636363636364
Frederiksted,AB,7,10494.0,1499.1428571428571429
Hollister,AZ,11,16490.0,1499.0909090909090909
Manhattan,NU,11,16487.0,1498.8181818181818182
Montebello,WA,11,16486.0,1498.7272727272727273
Des Moines,OH,13,19479.0,1498.3846153846153846
Port Arthur,OR,10,14974.0,1497.4000000000000000
Placentia,MN,8,11976.0,1497.0000000000000000
Valdosta,NC,13,19442.0,1495.5384615384615385
Dayton,GA,9,13433.0,1492.5555555555555556
Macomb,QC,11,16402.0,1491.0909090909090909
Hoover,DC,11,16401.0,1491.0000000000000000
Grand Forks,AK,8,11918.0,1489.7500000000000000
Edina,KS,12,17874.0,1489.5000000000000000
Norwalk,VA,9,13404.0,1489.3333333333333333
Tok,AK,15,22328.0,1488.5333333333333333
Tallahassee,WA,8,11900.0,1487.5000000000000000
Valencia,ON,12,17849.0,1487.4166666666666667
San Dimas,CA,7,10411.0,1487.2857142857142857
North Las Vegas,NB,7,10408.0,1486.8571428571428571
Olympia,TN,7,10398.0,1485.4285714285714286
Richmond,BC,37,54951.0,1485.1621621621621622
Eufaula,NT,15,22276.0,1485.0666666666666667
San Angelo,AB,9,13352.0,1483.5555555555555556
San Clemente,NH,6,8899.0,1483.1666666666666667
Mason City,WA,17,25208.0,1482.8235294117647059
Sierra Vista,OK,6,8892.0,1482.0000000000000000
Rockford,PE,8,11849.0,1481.1250000000000000
Lodi,YT,11,16292.0,1481.0909090909090909
Darlington,BC,10,14810.0,1481.0000000000000000
Grass Valley,GA,6,8879.0,1479.8333333333333333
Fajardo,YT,8,11838.0,1479.7500000000000000
Clearwater,TX,7,10351.0,1478.7142857142857143
Grafton,AL,9,13308.0,1478.6666666666666667
Rialto,QC,9,13292.0,1476.8888888888888889
Santa Fe Springs,NT,24,35432.0,1476.3333333333333333
Temecula,SC,9,13282.0,1475.7777777777777778
Janesville,ON,13,19184.0,1475.6923076923076923
Palmdale,ID,10,14756.0,1475.6000000000000000
La Habra Heights,WI,11,16220.0,1474.5454545454545455
Buena Park,TN,9,13265.0,1473.8888888888888889
Manhattan Beach,MO,8,11788.0,1473.5000000000000000
Casper,AK,15,22070.0,1471.3333333333333333
Aberdeen,PE,14,20598.0,1471.2857142857142857
Plano,MD,7,10273.0,1467.5714285714285714
Rancho Cucamonga,SK,16,23475.0,1467.1875000000000000
Truth or Consequences,PE,8,11727.0,1465.8750000000000000
Charlotte,AK,18,26382.0,1465.6666666666666667
Haverhill,TX,9,13190.0,1465.5555555555555556
Sandy,ON,20,29303.0,1465.1500000000000000
Sunbury,NL,16,23427.0,1464.1875000000000000
East Rutherford,MA,6,8778.0,1463.0000000000000000
New Haven,NU,8,11703.0,1462.8750000000000000
Chattanooga,VT,6,8774.0,1462.3333333333333333
Hattiesburg,PE,13,19005.0,1461.9230769230769231
Hot Springs,NC,12,17526.0,1460.5000000000000000
South Pasadena,CA,12,17518.0,1459.8333333333333333
Daly City,UT,13,18967.0,1459.0000000000000000
Muskogee,HI,6,8754.0,1459.0000000000000000
Jersey City,TX,11,16044.0,1458.5454545454545455
Goose Creek,SK,13,18955.0,1458.0769230769230769
Glen Cove,SK,7,10202.0,1457.4285714285714286
Long Beach,QC,7,10196.0,1456.5714285714285714
Fernley,NL,8,11648.0,1456.0000000000000000
Port Orford,MD,8,11646.0,1455.7500000000000000
Wisconsin Rapids,NT,8,11638.0,1454.7500000000000000
Worcester,NU,10,14536.0,1453.6000000000000000
Thiensville,BC,14,20350.0,1453.5714285714285714
San Luis Obispo,QC,12,17433.0,1452.7500000000000000
Irwindale,NL,10,14526.0,1452.6000000000000000
Belpre,SC,8,11620.0,1452.5000000000000000
Monterey,MD,7,10163.0,1451.8571428571428571
Inglewood,CT,9,13066.0,1451.7777777777777778
Rensselaer,CA,7,10145.0,1449.2857142857142857
Watervliet,ND,7,10143.0,1449.0000000000000000
Newcastle,TN,7,10134.0,1447.7142857142857143
Danville,WY,11,15918.0,1447.0909090909090909
Lynn,DC,12,17357.0,1446.4166666666666667
Monroe,MI,11,15908.0,1446.1818181818181818
Hazleton,WY,11,15908.0,1446.1818181818181818
Missoula,MB,10,14448.0,1444.8000000000000000
Urbana,WI,15,21653.0,1443.5333333333333333
Eureka,MB,8,11541.0,1442.6250000000000000
Portsmouth,QC,18,25948.0,1441.5555555555555556
Pico Rivera,IA,8,11520.0,1440.0000000000000000
Glen Cove,NH,6,8640.0,1440.0000000000000000
Las Vegas,MB,20,28794.0,1439.7000000000000000
Boise,NB,16,23030.0,1439.3750000000000000
Revere,IA,8,11512.0,1439.0000000000000000
Yigo,WI,10,14388.0,1438.8000000000000000
Fountain Valley,YT,16,23010.0,1438.1250000000000000
Barrow,CA,8,11505.0,1438.1250000000000000
Council Bluffs,AZ,10,14380.0,1438.0000000000000000
Pine Bluff,LA,7,10062.0,1437.4285714285714286
Gastonia,NU,7,10059.0,1437.0000000000000000
Hermitage,NT,19,27299.0,1436.7894736842105263
South Bend,YT,6,8619.0,1436.5000000000000000
Vacaville,AB,21,30153.0,1435.8571428571428571
Kalispell,ND,7,10046.0,1435.1428571428571429
Memphis,TX,6,8600.0,1433.3333333333333333
Mobile,NT,8,11466.0,1433.2500000000000000
Bossier City,QC,12,17185.0,1432.0833333333333333
Warwick,CT,8,11445.0,1430.6250000000000000
Overland Park,SK,14,20022.0,1430.1428571428571429
Marshfield,KS,22,31463.0,1430.1363636363636364
Bowling Green,WA,12,17159.0,1429.9166666666666667
Stevens Point,MA,9,12866.0,1429.5555555555555556
Dothan,AB,13,18556.0,1427.3846153846153846
Jonesboro,PA,11,15648.0,1422.5454545454545455
Geneva,GA,7,9956.0,1422.2857142857142857
Huntington Beach,MB,22,31277.0,1421.6818181818181818
Fairfax,YT,8,11354.0,1419.2500000000000000
Jenks,BC,24,34056.0,1419.0000000000000000
West Warwick,YT,14,19847.0,1417.6428571428571429
New Bedford,NT,7,9920.0,1417.1428571428571429
Egg Harbor,FL,8,11316.0,1414.5000000000000000
Fort Worth,MB,10,14139.0,1413.9000000000000000
Chattanooga,BC,7,9896.0,1413.7142857142857143
La Jolla,NS,7,9889.0,1412.7142857142857143
Peabody,DC,7,9880.0,1411.4285714285714286
Fayetteville,NH,7,9873.0,1410.4285714285714286
Long Beach,WA,18,25379.0,1409.9444444444444444
Macon,CO,11,15502.0,1409.2727272727272727
Jackson,MN,11,15475.0,1406.8181818181818182
Beaumont,NV,8,11250.0,1406.2500000000000000
Elizabeth City,NL,11,15466.0,1406.0000000000000000
Clovis,OR,8,11243.0,1405.3750000000000000
New Bedford,HI,7,9834.0,1404.8571428571428571
Nichols Hills,UT,7,9828.0,1404.0000000000000000
San Gabriel,UT,14,19645.0,1403.2142857142857143
Muskogee,AZ,7,9818.0,1402.5714285714285714
Mason City,YT,20,28046.0,1402.3000000000000000
Nacogdoches,NL,6,8409.0,1401.5000000000000000
New Rochelle,AB,7,9808.0,1401.1428571428571429
Charlottesville,NL,21,29421.0,1401.0000000000000000
Toledo,WY,7,9806.0,1400.8571428571428571
Lomita,NC,6,8395.0,1399.1666666666666667
Newport News,AB,11,15388.0,1398.9090909090909091
San Bernardino,NU,8,11180.0,1397.5000000000000000
Clovis,NS,14,19551.0,1396.5000000000000000
Monroe,MA,8,11171.0,1396.3750000000000000
La Canada Flintridge,QC,8,11169.0,1396.1250000000000000
Hialeah,ON,11,15351.0,1395.5454545454545455
McAllen,NB,6,8352.0,1392.0000000000000000
Barre,MO,14,19483.0,1391.6428571428571429
Mankato,SK,12,16697.0,1391.4166666666666667
Blythe,ID,9,12521.0,1391.2222222222222222
North Charleston,NH,11,15300.0,1390.9090909090909091
Jackson,MT,8,11126.0,1390.7500000000000000
La Jolla,QC,7,9734.0,1390.5714285714285714
Stockton,MD,13,18076.0,1390.4615384615384615
Gloversville,BC,9,12508.0,1389.7777777777777778
Eureka,NU,6,8336.0,1389.3333333333333333
Providence,SK,9,12497.0,1388.5555555555555556
San Mateo,PE,8,11108.0,1388.5000000000000000
West Warwick,OR,13,18048.0,1388.3076923076923077
Fullerton,NT,10,13877.0,1387.7000000000000000
North Charleston,MO,14,19399.0,1385.6428571428571429
Kahului,NL,9,12466.0,1385.1111111111111111
Jenks,WA,16,22161.0,1385.0625000000000000
Pendleton,ON,7,9689.0,1384.1428571428571429
Eatontown,FL,12,16606.0,1383.8333333333333333
Moore,MB,7,9685.0,1383.5714285714285714
Isle of Palms,MB,16,22128.0,1383.0000000000000000
Daly City,QC,6,8297.0,1382.8333333333333333
Philadelphia,NL,25,34570.0,1382.8000000000000000
Nenana,MI,8,11032.0,1379.0000000000000000
Geneva,NH,7,9648.0,1378.2857142857142857
Caguas,MB,23,31698.0,1378.1739130434782609
Lake Forest,NJ,10,13776.0,1377.6000000000000000
Sacramento,BC,11,15145.0,1376.8181818181818182
Chicago Heights,ON,12,16512.0,1376.0000000000000000
Carson City,ON,20,27511.0,1375.5500000000000000
Burlingame,VA,10,13749.0,1374.9000000000000000
Charlotte Amalie,NB,11,15123.0,1374.8181818181818182
Poughkeepsie,FL,7,9622.0,1374.5714285714285714
Plymouth,OK,6,8247.0,1374.5000000000000000
Texarkana,NB,20,27486.0,1374.3000000000000000
Aberdeen,IL,14,19230.0,1373.5714285714285714
Alameda,VT,16,21968.0,1373.0000000000000000
Clearwater,SD,7,9604.0,1372.0000000000000000
Jackson,NL,6,8231.0,1371.8333333333333333
Houston,QC,11,15089.0,1371.7272727272727273
Pittsfield,NS,11,15080.0,1370.9090909090909091
Erie,NL,10,13675.0,1367.5000000000000000
Malden,NJ,7,9561.0,1365.8571428571428571
Nashua,QC,18,24580.0,1365.5555555555555556
Azusa,WI,10,13654.0,1365.4000000000000000
Ruston,NU,11,15019.0,1365.3636363636363636
Radford,NS,11,15006.0,1364.1818181818181818
Texas City,CO,12,16368.0,1364.0000000000000000
Rancho Palos Verdes,NB,6,8181.0,1363.5000000000000000
Port St. Lucie,IN,9,12270.0,1363.3333333333333333
Plano,PE,11,14987.0,1362.4545454545454545
Orem,NB,11,14963.0,1360.2727272727272727
Tempe,ON,7,9520.0,1360.0000000000000000
Boise,AB,6,8153.0,1358.8333333333333333
Burbank,BC,8,10868.0,1358.5000000000000000
Alhambra,ON,11,14941.0,1358.2727272727272727
Westlake Village,AB,7,9492.0,1356.0000000000000000
Mentor,NS,22,29824.0,1355.6363636363636364
Laredo,NS,14,18975.0,1355.3571428571428571
Santa Barbara,NV,8,10830.0,1353.7500000000000000
Gadsden,BC,10,13537.0,1353.7000000000000000
San Diego,NB,17,23010.0,1353.5294117647058824
Glendora,ON,6,8120.0,1353.3333333333333333
Rochester,NB,10,13524.0,1352.4000000000000000
Bay St. Louis,BC,6,8097.0,1349.5000000000000000
Lubbock,AB,9,12134.0,1348.2222222222222222
Fremont,MN,10,13476.0,1347.6000000000000000
Rutland,QC,25,33660.0,1346.4000000000000000
Wisconsin Dells,AB,15,20189.0,1345.9333333333333333
Bethany,IA,10,13455.0,1345.5000000000000000
Weymouth,BC,12,16134.0,1344.5000000000000000
Kansas City,BC,15,20160.0,1344.0000000000000000
Laguna Beach,PE,17,22826.0,1342.7058823529411765
Pass Christian,BC,10,13427.0,1342.7000000000000000
Memphis,MT,12,16092.0,1341.0000000000000000
Garland,ND,15,20113.0,1340.8666666666666667
Daly City,MN,22,29484.0,1340.1818181818181818
Burlingame,ID,6,8041.0,1340.1666666666666667
Catskill,NT,9,12057.0,1339.6666666666666667
Dover,NB,26,34816.0,1339.0769230769230769
Batavia,NS,12,16060.0,1338.3333333333333333
Galveston,NJ,16,21412.0,1338.2500000000000000
Charleston,FL,6,8024.0,1337.3333333333333333
Saratoga Springs,NY,24,32093.0,1337.2083333333333333
Little Rock,SC,11,14708.0,1337.0909090909090909
Half Moon Bay,MS,8,10680.0,1335.0000000000000000
Salem,IL,13,17346.0,1334.3076923076923077
Gainesville,OK,10,13340.0,1334.0000000000000000
Santa Monica,QC,9,12004.0,1333.7777777777777778
Opelousas,NJ,8,10668.0,1333.5000000000000000
Gilette,NL,9,11998.0,1333.1111111111111111
Little Rock,AB,9,11994.0,1332.6666666666666667
Chelsea,HI,9,11991.0,1332.3333333333333333
North Charleston,CO,12,15973.0,1331.0833333333333333
Kankakee,AB,10,13302.0,1330.2000000000000000
Del Rio,ID,7,9305.0,1329.2857142857142857
El Segundo,AL,7,9274.0,1324.8571428571428571
Phenix City,MB,17,22502.0,1323.6470588235294118
Vermillion,AL,17,22465.0,1321.4705882352941176
Torrington,NM,6,7928.0,1321.3333333333333333
Syracuse,MA,8,10568.0,1321.0000000000000000
McAlester,DC,7,9246.0,1320.8571428571428571
Waterloo,TN,7,9245.0,1320.7142857142857143
Galveston,SK,9,11878.0,1319.7777777777777778
Colorado Springs,IL,8,10551.0,1318.8750000000000000
Narragansett,SK,9,11857.0,1317.4444444444444444
Ansonia,AZ,19,25024.0,1317.0526315789473684
Phoenix,NS,8,10532.0,1316.5000000000000000
Owensboro,NL,12,15798.0,1316.5000000000000000
Thiensville,PA,10,13156.0,1315.6000000000000000
Rolla,MN,6,7891.0,1315.1666666666666667
Aliquippa,NS,11,14460.0,1314.5454545454545455
Pass Christian,PE,15,19708.0,1313.8666666666666667
Stanton,NB,8,10506.0,1313.2500000000000000
Columbus,MO,8,10499.0,1312.3750000000000000
Port Huron,VT,12,15738.0,1311.5000000000000000
DuBois,NS,9,11801.0,1311.2222222222222222
Oneonta,IN,11,14421.0,1311.0000000000000000
San Luis Obispo,MB,19,24902.0,1310.6315789473684211
Dunkirk,MN,8,10482.0,1310.2500000000000000
Staunton,ID,12,15720.0,1310.0000000000000000
Radford,NB,7,9170.0,1310.0000000000000000
Canandaigua,MB,6,7850.0,1308.3333333333333333
Tacoma,AZ,14,18316.0,1308.2857142857142857
Hamilton,AK,13,17006.0,1308.1538461538461538
Charlottesville,PE,13,16989.0,1306.8461538461538462
Eufaula,QC,14,18289.0,1306.3571428571428571
Kenner,KS,12,15670.0,1305.8333333333333333
Corona,NU,13,16972.0,1305.5384615384615385
Great Falls,NT,17,22180.0,1304.7058823529411765
Boston,MB,9,11742.0,1304.6666666666666667
Tacoma,NJ,6,7827.0,1304.5000000000000000
Frederiksted,BC,16,20853.0,1303.3125000000000000
Bell,PE,7,9123.0,1303.2857142857142857
Durham,VA,10,13025.0,1302.5000000000000000
Nichols Hills,AZ,14,18202.0,1300.1428571428571429
Laconia,ON,20,25999.0,1299.9500000000000000
Evansville,NT,8,10394.0,1299.2500000000000000
Georgetown,SK,7,9088.0,1298.2857142857142857
Abilene,WA,13,16874.0,1298.0000000000000000
Dover,PE,22,28552.0,1297.8181818181818182
Cape Coral,MI,7,9075.0,1296.4285714285714286
Pasco,MO,19,24624.0,1296.0000000000000000
West Jordan,ND,12,15549.0,1295.7500000000000000
Whittier,AB,11,14241.0,1294.6363636363636364
Guthrie,MA,11,14238.0,1294.3636363636363636
Darlington,CT,8,10353.0,1294.1250000000000000
Port Washington,BC,11,14234.0,1294.0000000000000000
North Chicago,PE,13,16820.0,1293.8461538461538462
Lubbock,NC,10,12933.0,1293.3000000000000000
Lafayette,AZ,15,19394.0,1292.9333333333333333
Baldwin Park,QC,8,10343.0,1292.8750000000000000
Inglewood,NT,14,18100.0,1292.8571428571428571
Roseville,MI,8,10342.0,1292.7500000000000000
Lansing,AK,10,12924.0,1292.4000000000000000
Hamilton,WI,10,12917.0,1291.7000000000000000
Hollister,LA,10,12914.0,1291.4000000000000000
Basin,YT,14,18065.0,1290.3571428571428571
Jamestown,HI,12,15483.0,1290.2500000000000000
Waltham,ON,15,19341.0,1289.4000000000000000
Clearwater,AK,13,16743.0,1287.9230769230769231
Lubbock,SK,12,15452.0,1287.6666666666666667
Jacksonville,YT,17,21888.0,1287.5294117647058824
Walnut,MT,17,21883.0,1287.2352941176470588
Columbia,AZ,10,12871.0,1287.1000000000000000
Fremont,QC,18,23162.0,1286.7777777777777778
Minnetonka,NB,9,11579.0,1286.5555555555555556
Thibodaux,RI,13,16721.0,1286.2307692307692308
Medford,SK,16,20567.0,1285.4375000000000000
Arlington,SC,10,12845.0,1284.5000000000000000
Dothan,MA,10,12843.0,1284.3000000000000000
Canton,LA,9,11554.0,1283.7777777777777778
Selma,TX,9,11554.0,1283.7777777777777778
Fountain Valley,NS,7,8984.0,1283.4285714285714286
Idaho Falls,NS,21,26944.0,1283.0476190476190476
Newcastle,AK,20,25658.0,1282.9000000000000000
Laguna Beach,MS,19,24357.0,1281.9473684210526316
Rawlins,AK,13,16665.0,1281.9230769230769231
Bloomington,NS,8,10254.0,1281.7500000000000000
Opelousas,NC,13,16655.0,1281.1538461538461538
Auburn,YT,11,14092.0,1281.0909090909090909
Manhattan,GA,11,14090.0,1280.9090909090909091
Peabody,DE,6,7678.0,1279.6666666666666667
Placentia,NS,8,10236.0,1279.5000000000000000
Perth Amboy,NU,8,10233.0,1279.1250000000000000
Rancho Cordova,YT,25,31968.0,1278.7200000000000000
Kemmerer,AB,19,24261.0,1276.8947368421052632
Saratoga Springs,OH,17,21699.0,1276.4117647058823529
Hudson,QC,21,26796.0,1276.0000000000000000
Aguadilla,MO,9,11483.0,1275.8888888888888889
Suffolk,NL,15,19138.0,1275.8666666666666667
Longview,KS,7,8927.0,1275.2857142857142857
Bozeman,NL,12,15302.0,1275.1666666666666667
New Albany,ON,6,7642.0,1273.6666666666666667
Mentor,PE,11,14010.0,1273.6363636363636364
Elmira,MB,15,19103.0,1273.5333333333333333
Council Bluffs,ON,16,20368.0,1273.0000000000000000
Cicero,NU,8,10184.0,1273.0000000000000000
Santa Barbara,NB,8,10178.0,1272.2500000000000000
North Little Rock,SK,17,21615.0,1271.4705882352941176
Mesquite,QC,11,13982.0,1271.0909090909090909
Albuquerque,MB,10,12708.0,1270.8000000000000000
Davenport,NT,6,7622.0,1270.3333333333333333
College Park,NY,17,21588.0,1269.8823529411764706
New Orleans,NS,8,10158.0,1269.7500000000000000
Turlock,NL,12,15228.0,1269.0000000000000000
Clearwater,MB,14,17762.0,1268.7142857142857143
West Memphis,YT,12,15223.0,1268.5833333333333333
Bloomington,MB,7,8879.0,1268.4285714285714286
Bloomington,CT,11,13946.0,1267.8181818181818182
Dallas,SC,7,8873.0,1267.5714285714285714
Columbia,MS,8,10138.0,1267.2500000000000000
Berlin,BC,6,7603.0,1267.1666666666666667
La Mirada,YT,13,16471.0,1267.0000000000000000
Stamford,MN,11,13929.0,1266.2727272727272727
Austin,NV,6,7597.0,1266.1666666666666667
Winston-Salem,NS,7,8859.0,1265.5714285714285714
Fond du Lac,AK,18,22775.0,1265.2777777777777778
Bay St. Louis,MA,9,11380.0,1264.4444444444444444
Boston,MT,10,12644.0,1264.4000000000000000
Norwich,NE,14,17680.0,1262.8571428571428571
Manassas,NU,12,15149.0,1262.4166666666666667
Webster Groves,NB,9,11360.0,1262.2222222222222222
Delta Junction,SC,6,7573.0,1262.1666666666666667
Fairfax,KS,9,11356.0,1261.7777777777777778
Beverly Hills,MB,17,21450.0,1261.7647058823529412
Fitchburg,NB,18,22692.0,1260.6666666666666667
Henderson,DE,13,16387.0,1260.5384615384615385
Plymouth,DE,14,17643.0,1260.2142857142857143
West Memphis,KS,8,10079.0,1259.8750000000000000
Hazleton,MN,9,11336.0,1259.5555555555555556
Altoona,KS,10,12586.0,1258.6000000000000000
Chicopee,BC,17,21382.0,1257.7647058823529412
Bethlehem,AL,8,10054.0,1256.7500000000000000
Anaconda,NM,6,7540.0,1256.6666666666666667
Rosemead,SK,6,7539.0,1256.5000000000000000
Seaford,NY,12,15072.0,1256.0000000000000000
Ashland,WA,6,7533.0,1255.5000000000000000
Barrow,MA,16,20084.0,1255.2500000000000000
McAlester,NS,8,10042.0,1255.2500000000000000
Berlin,MI,16,20070.0,1254.3750000000000000
Morgantown,BC,14,17552.0,1253.7142857142857143
Chico,NS,20,25069.0,1253.4500000000000000
Bentonville,NU,9,11277.0,1253.0000000000000000
Monterey Park,NC,9,11270.0,1252.2222222222222222
Nacogdoches,VT,11,13772.0,1252.0000000000000000
Kent,NS,8,10010.0,1251.2500000000000000
Rye,OH,8,10007.0,1250.8750000000000000
DeKalb,NL,8,9999.0,1249.8750000000000000
Hermosa Beach,CO,16,19987.0,1249.1875000000000000
Jefferson City,NU,8,9992.0,1249.0000000000000000
Auburn Hills,SK,12,14988.0,1249.0000000000000000
